"0,0,0,0","0,0,0,1","0,0,1,0","0,1,0,0","0,1,0,1","1,0,1,0","1,0,1,1","1,1,0,1","1,1,1,0","1,1,1,1"
0.04967129291453616,0.05588020452885317,0.013148283418553688,0.05259313367421477,0.22352081811541277,0.04967129291453616,0.05588020452885317,0.22352081811541277,0.05259313367421477,0.22352081811541277
