"0,0,0,0","0,0,0,1","0,0,1,0","0,0,1,1","0,1,0,0","0,1,0,1","0,1,1,0","1,0,0,1","1,0,1,0","1,0,1,1","1,1,0,0","1,1,0,1","1,1,1,0","1,1,1,1"
0.020408163265306117,0.09183673469387754,0.09183673469387754,0.09183673469387754,0.09183673469387754,0.09183673469387754,0.09183673469387754,0.020408163265306117,0.020408163265306117,0.09183673469387754,0.020408163265306117,0.09183673469387754,0.09183673469387754,0.09183673469387754
