"0,0,0,0","0,0,0,1","0,0,1,0","0,0,1,1","0,1,0,0","0,1,0,1","1,0,1,0","1,0,1,1","1,1,0,0","1,1,0,1","1,1,1,0","1,1,1,1"
0.030141843971631197,0.13563829787234044,0.031914893617021274,0.13563829787234044,0.031914893617021274,0.13563829787234044,0.030141843971631197,0.13563829787234044,0.030141843971631197,0.13563829787234044,0.031914893617021274,0.13563829787234044
