"0,0,0,1","0,0,1,0","0,1,0,0","0,1,0,1","1,0,1,0","1,0,1,1","1,1,0,1","1,1,1,0"
0.11561130421641225,0.027202659815626425,0.10881063926250567,0.46244521686564904,0.10276560374792204,0.03082968112437659,0.12331872449750643,0.02901617047000149
